"group_id","year","colony","colony_old","latitude","longitude","region","species","count","notes"
56,2004,hidden_north,Hidden North,25.776917,-80.842633,3as,anhi,8,
56,2004,hidden_north,Hidden North,25.776917,-80.842633,3as,bcnh,383,
56,2004,hidden_north,Hidden North,25.776917,-80.842633,3as,lbhe,4,
56,2004,hidden_north,Hidden North,25.776917,-80.842633,3as,sneg,787,
56,2004,hidden_north,Hidden North,25.776917,-80.842633,3as,trhe,4,
56,2011,hidden_north,Hidden North,25.773533,-80.837217,3as,greg,137,
56,2011,hidden_north,Hidden North,25.773533,-80.837217,3as,whib,400,
57,1999,hidden,Hidden,25.772667,-80.837333,3as,anhi,18,
57,1999,hidden,Hidden,25.772667,-80.837333,3as,bcnh,427,
57,1999,hidden,Hidden,25.772667,-80.837333,3as,greg,300,
57,1999,hidden,Hidden,25.772667,-80.837333,3as,lbhe,3,
57,1999,hidden,Hidden,25.772667,-80.837333,3as,smhe,598,
57,1999,hidden,Hidden,25.772667,-80.837333,3as,sneg,246,
57,1999,hidden,Hidden,25.772667,-80.837333,3as,whib,97,
57,2000,hidden,Hidden,25.772667,-80.837333,3as,anhi,38,
57,2000,hidden,Hidden,25.772667,-80.837333,3as,bcnh,873,
57,2000,hidden,Hidden,25.772667,-80.837333,3as,greg,283,
57,2000,hidden,Hidden,25.772667,-80.837333,3as,sneg,1349,
57,2000,hidden,Hidden,25.772667,-80.837333,3as,whib,142,
57,2001,hidden,Hidden,25.772667,-80.837333,3as,anhi,67,
57,2001,hidden,Hidden,25.772667,-80.837333,3as,bcnh,800,
57,2001,hidden,Hidden,25.772667,-80.837333,3as,greg,200,
57,2001,hidden,Hidden,25.772667,-80.837333,3as,sneg,600,
57,2002,hidden,Hidden,25.772667,-80.837333,3as,anhi,40,
57,2002,hidden,Hidden,25.772667,-80.837333,3as,bcnh,5,
57,2002,hidden,Hidden,25.772667,-80.837333,3as,greg,400,
57,2002,hidden,Hidden,25.772667,-80.837333,3as,sneg,432,
57,2002,hidden,Hidden,25.772667,-80.837333,3as,trhe,873,
57,2002,hidden,Hidden,25.772667,-80.837333,3as,whib,500,
57,2003,hidden,Hidden,25.772667,-80.837333,3as,bcnh,594,
57,2003,hidden,Hidden,25.772667,-80.837333,3as,greg,205,
57,2003,hidden,Hidden,25.772667,-80.837333,3as,lbhe,23,
57,2003,hidden,Hidden,25.772667,-80.837333,3as,sneg,70,
57,2003,hidden,Hidden,25.772667,-80.837333,3as,whib,489,
57,2004,hidden,Hidden,25.772667,-80.837333,3as,anhi,150,
57,2004,hidden,Hidden,25.772667,-80.837333,3as,bcnh,685,
57,2004,hidden,Hidden,25.772667,-80.837333,3as,greg,165,
57,2004,hidden,Hidden,25.772667,-80.837333,3as,sneg,1160,
57,2004,hidden,Hidden,25.772667,-80.837333,3as,whib,2480,
57,2005,hidden,Hidden,25.772667,-80.837333,3as,anhi,10,
57,2005,hidden,Hidden,25.772667,-80.837333,3as,greg,38,
57,2005,hidden,Hidden,25.772667,-80.837333,3as,whib,63,
57,2006,hidden,Hidden,25.772667,-80.837333,3as,greg,300,
57,2006,hidden,Hidden,25.772667,-80.837333,3as,whib,1868,
57,2007,hidden,Hidden,25.773533,-80.837217,3as,greg,15,
57,2007,hidden,Hidden,25.773533,-80.837217,3as,smhe,73,
57,2007,hidden,Hidden,25.773533,-80.837217,3as,sneg,1,
57,2007,hidden,Hidden,25.773533,-80.837217,3as,whib,46,
57,2008,hidden,Hidden,25.773533,-80.837217,3as,greg,30,
57,2009,hidden,Hidden,25.773533,-80.837217,3as,greg,710,
57,2009,hidden,Hidden,25.773533,-80.837217,3as,whib,8573,
57,2010,hidden,Hidden,25.773533,-80.837217,3as,bcnh,150,
57,2010,hidden,Hidden,25.773533,-80.837217,3as,greg,63,
57,2010,hidden,Hidden,25.773533,-80.837217,3as,whib,450,
57,2012,hidden,Hidden,25.773533,-80.837217,3as,greg,200,
57,2013,hidden,Hidden,25.773533,-80.837217,3as,greg,65,
57,2014,hidden,Hidden,25.773533,-80.837217,3as,greg,60,"1s indicate presence"
57,2014,hidden,Hidden,25.773533,-80.837217,3as,trhe,1,"1s indicate presence"
57,2015,hidden,Hidden,25.77353,-80.83722,3as,anhi,100,
57,2015,hidden,Hidden,25.77353,-80.83722,3as,greg,100,
57,2016,hidden,Hidden,25.77353,-80.83722,3as,greg,50,
57,2017,hidden,Hidden,25.77353,-80.83722,3as,greg,77,
57,2018,hidden,Hidden,25.77353,-80.83722,3as,gbhe,3,
57,2018,hidden,Hidden,25.77353,-80.83722,3as,greg,654,
57,2020,hidden,Hidden,25.77353,-80.83722,3as,greg,62,
57,2020,hidden,Hidden,25.77353,-80.83722,3as,rosp,1,
57,2021,hidden,Hidden,25.77353,-80.83722,3as,bcnh,1,
57,2021,hidden,Hidden,25.77353,-80.83722,3as,greg,256,
57,2021,hidden,Hidden,25.77353,-80.83722,3as,lbhe,52,
57,2021,hidden,Hidden,25.77353,-80.83722,3as,rosp,4,
57,2021,hidden,Hidden,25.77353,-80.83722,3as,sneg,90,
57,2021,hidden,Hidden,25.77353,-80.83722,3as,trhe,78,
57,2021,hidden,Hidden,25.77353,-80.83722,3as,whib,5636,
58,2013,58,163,25.77328,-80.833385,3as,whib,2086,
58,2014,58,163,25.77328,-80.833385,3as,whib,200,
162,2001,aerie,Aerie,25.771667,-80.708333,3as,gbhe,1,
162,2001,aerie,Aerie,25.771667,-80.708333,3as,gbhe,1,
162,2001,aerie,Aerie,25.771667,-80.708333,3as,gbhe,1,
162,2001,aerie,Aerie,25.771667,-80.708333,3as,gbhe,1,
162,2003,aerie,Aerie,25.771967,-80.70925,3as,gbhe,1,
162,2007,aerie,Aerie,25.771583,-80.708717,3as,gbhe,2,
162,2007,aerie,Aerie,25.771583,-80.708717,3as,greg,38,
162,2009,aerie,Aerie,25.771583,-80.708717,3as,greg,24,
162,2010,aerie,Aerie,25.771583,-80.708717,3as,greg,9,
162,2011,aerie,Aerie,25.771583,-80.708717,3as,greg,61,
162,2011,aerie,Aerie,25.771583,-80.708717,3as,sneg,165,
162,2014,aerie,Aerie,25.77158,-80.70872,3as,greg,20,
162,2017,aerie,Aerie,25.77158,-80.70872,3as,greg,69,
162,2018,aerie,Aerie,25.77158,-80.70872,3as,greg,82,
162,2020,aerie,Aerie,25.77158,-80.70872,3as,greg,24,
162,2021,aerie,Aerie,25.77158,-80.70872,3as,greg,35,
174,1997,little_d,Little D,25.77175,-80.69335,3as,anhi,7,
174,1997,little_d,Little D,25.77175,-80.69335,3as,gbhe,1,
174,1997,little_d,Little D,25.77175,-80.69335,3as,greg,3,
174,1999,little_d,Little D,25.7718,-80.692933,3as,anhi,30,
174,1999,little_d,Little D,25.7718,-80.692933,3as,gbhe,2,
174,1999,little_d,Little D,25.7718,-80.692933,3as,greg,12,
174,2000,little_d,Little D,25.7712,-80.693483,3as,anhi,15,
174,2000,little_d,Little D,25.7712,-80.693483,3as,gbhe,2,
174,2000,little_d,Little D,25.7712,-80.693483,3as,greg,6,
174,2001,little_d,Little D,25.771333,-80.6935,3as,anhi,30,
174,2001,little_d,Little D,25.771333,-80.6935,3as,gbhe,1,
174,2001,little_d,Little D,25.771333,-80.6935,3as,greg,10,
174,2002,little_d,Little D,25.7711,-80.69355,3as,anhi,62,
174,2002,little_d,Little D,25.7711,-80.69355,3as,greg,80,
174,2002,little_d,Little D,25.771367,-80.693483,3as,greg,60,
174,2003,little_d,Little D,25.771167,-80.693333,3as,greg,23,
174,2003,little_d,Little D,25.7715,-80.693433,3as,greg,70,
174,2003,little_d,Little D,25.771783,-80.693017,3as,anhi,25,
174,2003,little_d,Little D,25.771783,-80.693017,3as,gbhe,4,
174,2003,little_d,Little D,25.771783,-80.693017,3as,greg,30,
174,2004,little_d,Little D,25.771167,-80.693333,3as,greg,65,
174,2005,little_d,Little D,25.77155,-80.693867,3as,anhi,36,
174,2005,little_d,Little D,25.77155,-80.693867,3as,bcnh,1,
174,2005,little_d,Little D,25.77155,-80.693867,3as,gbhe,1,
174,2005,little_d,Little D,25.77155,-80.693867,3as,greg,24,
174,2006,little_d,Little D,25.771667,-80.693167,3as,anhi,80,
174,2006,little_d,Little D,25.771667,-80.693167,3as,greg,80,
174,2007,little_d,Little D,25.7712,-80.693017,3as,greg,24,
174,2007,little_d,Little D,25.7712,-80.693017,3as,sneg,1,
174,2009,little_d,Little D,25.7712,-80.69301,3as,greg,25,
174,2011,little_d,Little D,25.7712,-80.693017,3as,greg,15,"PREVIOUSLY DONE AS 877 (15 BCNH/5 NESTS)"
174,2012,little_d,Little D,25.7712,-80.693017,3as,greg,40,
174,2012,little_d,Little D,25.7712,-80.69301,3as,greg,4,
174,2014,little_d,Little D,25.771454,-80.693491,3as,anhi,7,
174,2020,little_d,Little D,25.7712,-80.69301,3as,greg,7,
174,2021,little_d,Little D,25.7712,-80.69301,3as,gbhe,1,
174,2021,little_d,Little D,25.7712,-80.69301,3as,greg,32,
217,2007,auster,AUSTER,25.779817,-80.613117,3b,anhi,17,
217,2007,auster,AUSTER,25.779817,-80.613117,3b,greg,28,
217,2007,auster,AUSTER,25.779817,-80.613117,3b,smhe,1,
217,2009,auster,AUSTER,25.779817,-80.613117,3b,gbhe,2,
217,2009,auster,AUSTER,25.779817,-80.613117,3b,greg,33,
217,2018,auster,Austere,25.77982,-80.61312,3b,greg,75,
218,2002,218,362,25.780833,-80.6545,3b,greg,45,
221,2009,brahma,BRAHMA,25.7816,-80.6886,3as,gbhe,1,
221,2009,brahma,BRAHMA,25.7816,-80.6886,3as,greg,42,
221,2010,brahma,BRAHMA,25.7816,-80.6886,3as,gbhe,1,
221,2010,brahma,BRAHMA,25.7816,-80.6886,3as,greg,34,
221,2011,brahma,Brahma,25.7816,-80.6886,3as,greg,20,
330,2009,brodin,Brodin,25.78654,-80.84958,3as,greg,64,
330,2009,brodin,Brodin,25.78654,-80.84958,3as,whib,171,
332,2009,buddha,Budda,25.79073,-80.8539,3as,greg,78,
422,1994,mud_east,3B Mud East,25.797067,-80.490717,3b,greg,18,
422,1994,mud_east,3B Mud East,25.797067,-80.490717,3b,trhe,5,
422,1995,mud_east,3B Mud East,25.796917,-80.49445,3b,greg,66,
422,1996,mud_east,3B Mud East,25.799783,-80.494,3b,greg,128,
422,1996,mud_east,3B Mud East,25.799783,-80.494,3b,lbhe,10,
422,1997,mud_east,3B Mud East,25.797067,-80.490717,3b,caeg,120,
422,1997,mud_east,3B Mud East,25.797067,-80.490717,3b,greg,80,
422,1997,mud_east,3B Mud East,25.797067,-80.490717,3b,whib,50,
422,1998,mud_east,3B Mud East,25.797,-80.4945,3b,greg,100,
422,1999,mud_east,3B Mud East,25.797,-80.4945,3b,anhi,10,
422,1999,mud_east,3B Mud East,25.797,-80.4945,3b,gbhe,6,
422,1999,mud_east,3B Mud East,25.797,-80.4945,3b,greg,130,
422,1999,mud_east,3B Mud East,25.797267,-80.498317,3b,anhi,300,
422,1999,mud_east,3B Mud East,25.797267,-80.498317,3b,bcnh,25,
422,1999,mud_east,3B Mud East,25.797267,-80.498317,3b,gbhe,4,
422,1999,mud_east,3B Mud East,25.797267,-80.498317,3b,greg,35,
422,1999,mud_east,3B Mud East,25.797267,-80.498317,3b,grhe,16,
422,1999,mud_east,3B Mud East,25.797267,-80.498317,3b,lbhe,5,
422,1999,mud_east,3B Mud East,25.797267,-80.498317,3b,trhe,24,
422,1999,mud_east,3B Mud East,25.797267,-80.498317,3b,whib,4,
422,2000,mud_east,3B Mud East,25.801333,-80.49,3b,anhi,40,
422,2000,mud_east,3B Mud East,25.801333,-80.49,3b,bcnh,9,
422,2000,mud_east,3B Mud East,25.801333,-80.49,3b,gbhe,1,
422,2000,mud_east,3B Mud East,25.801333,-80.49,3b,greg,177,
422,2000,mud_east,3B Mud East,25.801333,-80.49,3b,lbhe,1,
422,2001,mud_east,3B Mud East,25.801333,-80.49,3b,greg,150,
422,2002,mud_east,3B Mud East,25.801333,-80.49,3b,greg,270,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,anhi,6,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,anhi,6,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,anhi,106,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,anhi,106,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,bcnh,5,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,bcnh,5,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,bcnh,84,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,bcnh,84,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,gbhe,3,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,gbhe,3,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,greg,177,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,greg,177,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,lbhe,10,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,lbhe,10,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,trhe,5,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,trhe,5,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,whib,122,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,whib,122,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,ycnh,4,
422,2003,mud_east,3B Mud East,25.801333,-80.49,3b,ycnh,4,
422,2004,mud_east,3B Mud East,25.795917,-80.4915,3b,greg,335,
422,2004,mud_east,3B Mud East,25.801333,-80.49,3b,anhi,53,
422,2004,mud_east,3B Mud East,25.801333,-80.49,3b,bcnh,141,
422,2004,mud_east,3B Mud East,25.801333,-80.49,3b,gbhe,5,
422,2004,mud_east,3B Mud East,25.801333,-80.49,3b,greg,350,
422,2004,mud_east,3B Mud East,25.801333,-80.49,3b,lbhe,65,
422,2004,mud_east,3B Mud East,25.801333,-80.49,3b,sneg,45,
422,2004,mud_east,3B Mud East,25.801333,-80.49,3b,trhe,190,
422,2004,mud_east,3B Mud East,25.801333,-80.49,3b,whib,1153,
422,2004,mud_east,3B Mud East,25.801333,-80.49,3b,wost,82,
422,2005,mud_east,3B Mud East,25.801333,-80.49,3b,anhi,30,
422,2005,mud_east,3B Mud East,25.801333,-80.49,3b,bcnh,10,
422,2005,mud_east,3B Mud East,25.801333,-80.49,3b,greg,480,
422,2005,mud_east,3B Mud East,25.801333,-80.49,3b,wost,20,
422,2006,mud_east,3B Mud East,25.801333,-80.49,3b,greg,256,
422,2006,mud_east,3B Mud East,25.801333,-80.49,3b,sneg,200,
422,2006,mud_east,3B Mud East,25.801333,-80.49,3b,whib,203,
422,2006,mud_east,3B Mud East,25.801333,-80.49,3b,wost,15,
422,2009,mud_east,3B Mud East,25.801333,-80.49,3b,greg,324,
422,2009,mud_east,3B Mud East,25.801333,-80.49,3b,wost,7,
422,2010,mud_east,3B Mud East,25.801333,-80.49,3b,greg,86,
422,2012,mud_east,3B Mud East,25.801333,-80.49,3b,greg,57,
422,2013,mud_east,3B Mud East,25.801333,-80.49,3b,greg,66,
422,2014,mud_east,3b Mud East,25.801333,-80.49,3b,greg,36,
426,1993,heron_alley,3b mud canal w,25.797667,-80.538333,3b,bcnh,1,
426,1993,heron_alley,3b mud canal w,25.797667,-80.538333,3b,lbhe,40,
426,1993,heron_alley,3b mud canal e,25.797667,-80.5355,3b,lbhe,60,
426,1994,heron_alley,Heron alley,25.79755,-80.534617,3b,bcnh,100,
426,1994,heron_alley,Heron alley,25.79755,-80.534617,3b,lbhe,150,
426,1994,heron_alley,Heron alley,25.79755,-80.534617,3b,sneg,25,
426,1994,heron_alley,Heron alley,25.79755,-80.534617,3b,trhe,10,
426,1995,heron_alley,3B SH mud canal,25.797433,-80.534867,3b,bcnh,150,
426,1995,heron_alley,3B SH mud canal,25.797433,-80.534867,3b,caeg,10,
426,1995,heron_alley,3B SH mud canal,25.797433,-80.534867,3b,lbhe,200,
426,1995,heron_alley,3B SH mud canal,25.797433,-80.534867,3b,sneg,100,
426,1996,heron_alley,Heron Alley,25.79755,-80.534617,3b,anhi,6,
426,1996,heron_alley,Heron Alley,25.79755,-80.534617,3b,bcnh,60,
426,1996,heron_alley,Heron Alley,25.79755,-80.534617,3b,lbhe,81,
426,1996,heron_alley,Heron Alley,25.79755,-80.534617,3b,sneg,53,
426,1997,heron_alley,Heron Alley,25.79755,-80.53462,3b,bcnh,60,
426,1997,heron_alley,Heron Alley,25.79755,-80.53462,3b,lbhe,20,
426,1997,heron_alley,3B mud canal east,25.797667,-80.538333,3b,greg,90,
426,1997,heron_alley,3B mud canal east,25.797667,-80.538333,3b,trhe,5,
426,1998,heron_alley,Heron alley3,25.79755,-80.534617,3b,anhi,9,
426,1998,heron_alley,Heron alley3,25.79755,-80.534617,3b,bcnh,42,
426,1998,heron_alley,Heron alley3,25.79755,-80.534617,3b,grhe,1,
426,1998,heron_alley,Heron alley3,25.79755,-80.534617,3b,lbhe,3,
426,1998,heron_alley,Heron alley3,25.79755,-80.534617,3b,sneg,28,
426,1999,heron_alley,East Central Ag canal,25.7972,-80.5052,3b,anhi,20,
426,1999,heron_alley,East Central Ag canal,25.7972,-80.5052,3b,bcnh,12,
426,1999,heron_alley,East Central Ag canal,25.7972,-80.5052,3b,gbhe,3,
426,1999,heron_alley,East Central Ag canal,25.7972,-80.5052,3b,greg,5,
426,1999,heron_alley,East Central Ag canal,25.7972,-80.5052,3b,grhe,7,
426,1999,heron_alley,East Central Ag canal,25.7972,-80.5052,3b,lbhe,9,
426,1999,heron_alley,East Central Ag canal,25.7972,-80.5052,3b,trhe,25,
426,1999,heron_alley,East Central Ag canal,25.7972,-80.5052,3b,whib,25,
426,1999,heron_alley,West Ag Canal,25.797267,-80.629283,3b,anhi,25,
426,1999,heron_alley,West Ag Canal,25.797267,-80.629283,3b,bcnh,10,
426,1999,heron_alley,West Ag Canal,25.797267,-80.629283,3b,gbhe,2,
426,1999,heron_alley,West Ag Canal,25.797267,-80.629283,3b,greg,4,
426,1999,heron_alley,West Ag Canal,25.797267,-80.629283,3b,grhe,10,
426,1999,heron_alley,West Ag Canal,25.797267,-80.629283,3b,lbhe,4,
426,1999,heron_alley,West Ag Canal,25.797267,-80.629283,3b,trhe,28,
426,1999,heron_alley,West Ag Canal,25.797267,-80.629283,3b,whib,4,
426,1999,heron_alley,West Cent. Ag,25.797267,-80.618033,3b,anhi,24,
426,1999,heron_alley,West Cent. Ag,25.797267,-80.618033,3b,bcnh,11,
426,1999,heron_alley,West Cent. Ag,25.797267,-80.618033,3b,grhe,9,
426,1999,heron_alley,West Cent. Ag,25.797267,-80.618033,3b,lbhe,4,
426,1999,heron_alley,West Cent. Ag,25.797267,-80.618033,3b,trhe,13,
426,1999,heron_alley,West Cent. Ag,25.797267,-80.618033,3b,whib,13,
426,1999,heron_alley,N-S canal 3B,25.797267,-80.564817,3b,anhi,60,
426,1999,heron_alley,N-S canal 3B,25.797267,-80.564817,3b,bcnh,3,
426,1999,heron_alley,N-S canal 3B,25.797267,-80.564817,3b,gbhe,2,
426,1999,heron_alley,N-S canal 3B,25.797267,-80.564817,3b,grhe,25,
426,1999,heron_alley,N-S canal 3B,25.797267,-80.564817,3b,trhe,19,
426,1999,heron_alley,N-S canal 3B,25.797267,-80.528333,3b,anhi,33,
426,1999,heron_alley,N-S canal 3B,25.797267,-80.528333,3b,bcnh,5,
426,1999,heron_alley,N-S canal 3B,25.797267,-80.528333,3b,gbhe,8,
426,1999,heron_alley,N-S canal 3B,25.797267,-80.528333,3b,greg,20,
426,1999,heron_alley,N-S canal 3B,25.797267,-80.528333,3b,grhe,20,
426,1999,heron_alley,N-S canal 3B,25.797267,-80.528333,3b,lbhe,1,
426,1999,heron_alley,N-S canal 3B,25.797267,-80.528333,3b,trhe,24,
426,1999,heron_alley,Heron alley,25.797317,-80.5593,3b,anhi,70,
426,1999,heron_alley,Heron alley,25.797317,-80.5593,3b,bcnh,50,
426,1999,heron_alley,Heron alley,25.797317,-80.5593,3b,gbhe,1,
426,1999,heron_alley,Heron alley,25.797317,-80.5593,3b,greg,3,
426,1999,heron_alley,Heron alley,25.797317,-80.5593,3b,grhe,16,
426,1999,heron_alley,Heron alley,25.797317,-80.5593,3b,lbhe,17,
426,1999,heron_alley,Heron alley,25.797317,-80.5593,3b,sneg,20,
426,1999,heron_alley,Heron alley,25.797317,-80.5593,3b,trhe,10,
426,1999,heron_alley,Heron alley,25.797317,-80.5593,3b,whib,180,
426,2000,heron_alley,Heron Alley,25.794167,-80.530833,3b,anhi,10,
426,2000,heron_alley,Heron Alley,25.794167,-80.530833,3b,bcnh,50,
426,2000,heron_alley,Heron Alley,25.794167,-80.530833,3b,lbhe,22,
426,2000,heron_alley,Heron Alley,25.794167,-80.530833,3b,trhe,2,
426,2000,heron_alley,Heron Alley,25.794167,-80.530833,3b,whib,975,
426,2001,heron_alley,Heron Alley,25.794167,-80.530833,3b,greg,5,
426,2003,heron_alley,HERON ALLEY,25.794167,-80.530833,3b,anhi,5,
426,2003,heron_alley,HERON ALLEY,25.794167,-80.530833,3b,bcnh,23,
426,2003,heron_alley,HERON ALLEY,25.794167,-80.530833,3b,greg,52,
426,2003,heron_alley,HERON ALLEY,25.794167,-80.530833,3b,lbhe,13,
483,1998,483,Unknown,25.798333,-80.762667,3as,greg,80,
514,1993,l_28,L-28,25.798833,-80.843,3as,bcnh,300,
514,1993,l_28,L-28,25.798833,-80.843,3as,greg,175,
514,1993,l_28,L-28,25.798833,-80.843,3as,lbhe,25,
514,1993,l_28,L-28,25.798833,-80.843,3as,sneg,200,
514,1994,l_28,Hidden,25.798833,-80.843,3as,bcnh,200,
514,1994,l_28,Hidden,25.798833,-80.843,3as,greg,30,
514,1994,l_28,Hidden,25.798833,-80.843,3as,lbhe,25,
514,1994,l_28,Hidden,25.798833,-80.843,3as,sneg,20,
514,1994,l_28,L-28,25.798833,-80.843,3as,bcnh,200,
514,1994,l_28,L-28,25.798833,-80.843,3as,greg,165,
514,1994,l_28,L-28,25.798833,-80.843,3as,lbhe,25,
514,1994,l_28,L-28,25.798833,-80.843,3as,sneg,20,
514,1995,l_28,L-28 Hidden,25.798833,-80.843,3as,anhi,60,
514,1995,l_28,L-28 Hidden,25.798833,-80.843,3as,bcnh,150,
514,1995,l_28,L-28 Hidden,25.798833,-80.843,3as,greg,150,
514,1995,l_28,L-28 Hidden,25.798833,-80.843,3as,lbhe,10,
514,1995,l_28,L-28 Hidden,25.798833,-80.843,3as,sneg,30,
514,1996,l_28,Hidden,25.798833,-80.843,3as,anhi,53,
514,1996,l_28,Hidden,25.798833,-80.843,3as,bcnh,150,
514,1996,l_28,Hidden,25.798833,-80.843,3as,greg,240,
514,1996,l_28,Hidden,25.798833,-80.843,3as,lbhe,2,
514,1996,l_28,Hidden,25.798833,-80.843,3as,sneg,200,
514,1997,l_28,L-28,25.798833,-80.843,3as,anhi,30,
514,1997,l_28,L-28,25.798833,-80.843,3as,bcnh,375,
514,1997,l_28,L-28,25.798833,-80.843,3as,greg,80,
514,1997,l_28,L-28,25.798833,-80.843,3as,sneg,130,
514,1998,l_28,Hidden,25.798833,-80.843,3as,anhi,30,
514,1998,l_28,Hidden,25.798833,-80.843,3as,bcnh,663,
514,1998,l_28,Hidden,25.798833,-80.843,3as,greg,360,
514,1998,l_28,Hidden,25.798833,-80.843,3as,lbhe,2,
514,1998,l_28,Hidden,25.798833,-80.843,3as,sneg,111,
514,1998,l_28,Hidden,25.798833,-80.843,3as,whib,5,
515,2004,jetport_south,South Jetport,25.8075,-80.865333,3as,greg,25,
515,2004,jetport_south,South Jetport,25.8075,-80.865333,3as,wost,29,
515,2006,jetport_south,Jetport South,25.805733,-80.848267,3as,greg,204,
515,2007,jetport_south,Jetport South,25.8051,-80.849017,3as,gbhe,1,
515,2007,jetport_south,Jetport South,25.8051,-80.849017,3as,greg,4,
515,2009,jetport_south,Jetport South,25.8051,-80.84902,3as,greg,51,
515,2009,jetport_south,Jetport South,25.8051,-80.84902,3as,lawh,6,
515,2009,jetport_south,Jetport South,25.8051,-80.84902,3as,smhe,2,
515,2009,jetport_south,Jetport South,25.8051,-80.84902,3as,wost,238,
515,2011,jetport_south,Jetport South,25.8051,-80.84902,3as,greg,100,
515,2011,jetport_south,Jetport South,25.8051,-80.84902,3as,wost,350,
515,2012,jetport_south,Cook Stork,25.80054,-80.84795,3as,greg,28,
515,2012,jetport_south,Jetport South,25.8051,-80.84902,3as,greg,100,
515,2013,jetport_south,Jetport South,25.8051,-80.84902,3as,greg,253,
515,2013,jetport_south,Jetport South,25.8051,-80.84902,3as,wost,463,
515,2014,jetport_south,Jetport South,25.8051,-80.84902,3as,greg,85,
515,2014,jetport_south,Jetport South,25.8051,-80.84902,3as,wost,400,
515,2015,jetport_south,Jetport South,25.8051,-80.84902,3as,anhi,54,
515,2015,jetport_south,Jetport South,25.8051,-80.84902,3as,greg,52,
515,2015,jetport_south,Jetport South,25.8051,-80.84902,3as,rosp,2,
515,2016,jetport_south,Jetport South,25.8051,-80.84902,3as,greg,200,
515,2016,jetport_south,Jetport South,25.8051,-80.84902,3as,lbhe,30,
515,2017,jetport_south,Jetport South,25.8051,-80.84902,3as,greg,63,
515,2017,jetport_south,Jetport South,25.8051,-80.84902,3as,lada,32,
515,2017,jetport_south,Jetport South,25.8051,-80.84902,3as,rosp,5,
515,2017,jetport_south,Jetport South,25.8051,-80.84902,3as,wost,857,
515,2018,jetport_south,Jetport South,25.8051,-80.84902,3as,greg,488,
515,2018,jetport_south,Jetport South,25.8051,-80.84902,3as,rosp,15,
515,2018,jetport_south,Jetport South,25.8051,-80.84902,3as,wost,953,
515,2020,jetport_south,Jetport South,25.8051,-80.84902,3as,gbhe,1,
515,2020,jetport_south,Jetport South,25.8051,-80.84902,3as,greg,154,
515,2020,jetport_south,Jetport South,25.8051,-80.84902,3as,rosp,7,
515,2020,jetport_south,Jetport South,25.8051,-80.84902,3as,wost,275,
515,2021,jetport_south,Jetport South,25.8051,-80.84902,3as,greg,270,
515,2021,jetport_south,Jetport South,25.8051,-80.84902,3as,rosp,6,
515,2021,jetport_south,Jetport South,25.8051,-80.84902,3as,smwh,20,
515,2021,jetport_south,Jetport South,25.8051,-80.84902,3as,wost,631,
682,2006,henry,Henry **,25.820767,-80.84115,3as,anhi,35,
682,2006,henry,Henry **,25.820767,-80.84115,3as,gbhe,1,
682,2006,henry,Henry **,25.820767,-80.84115,3as,greg,55,
682,2009,henry,HENRY,25.820767,-80.84115,3as,gbhe,1,
682,2009,henry,HENRY,25.820767,-80.84115,3as,greg,23,
682,2012,henry,Henry,25.81913,-80.83983,3as,greg,46,
682,2013,henry,Henry,25.81913,-80.83983,3as,greg,50,
682,2014,henry,Henry,25.81913,-80.83983,3as,greg,51,
682,2016,henry,Henry,25.81913,-80.83983,3as,greg,134,
682,2017,henry,Henry,25.82077,-80.84115,3as,bcnh,1,"1s indicate presence"
682,2017,henry,Henry,25.82077,-80.84115,3as,greg,94,"1s indicate presence"
682,2018,henry,Henry,25.81913,-80.83983,3as,gbhe,4,
682,2018,henry,Henry,25.81913,-80.83983,3as,greg,317,
682,2020,henry,Henry,25.81913,-80.83983,3as,greg,40,
682,2020,henry,Henry,25.81913,-80.83983,3as,rosp,25,
682,2021,henry,Henry,25.81913,-80.83983,3as,greg,134,
682,2021,henry,Henry,25.81913,-80.83983,3as,rosp,6,
719,2011,719,New 2 MAR 21,25.82211,-80.68362,3as,greg,75,
726,1996,yonteau,Yonteau,25.820433,-80.676883,3as,anhi,28,
726,1996,yonteau,Yonteau,25.820433,-80.676883,3as,gbhe,1,
