"year","date","colony","colony_old","latitude","longitude","start_transect","end_transect","start_time","end_time","observer","photo_sets","photos","species","behavior","count","notes"
2011,2011-03-22,joule,Joule,26.0123,-80.6323333333333,,,,,"CW",,,greg,nesting,150,""
2011,2011-03-22,joule,Joule,26.0123,-80.6323333333333,,,,,"NV",,,greg,nesting,100,""
2011,2011-03-22,joule,Joule,26.0123,-80.6323333333333,,,,,"CW",,,rosp,nesting,2,""
2011,2011-03-22,joule,Joule,26.0123,-80.6323333333333,,,,,"NV",,,rosp,nesting,3,""
2011,2011-03-22,joule,Joule,26.0123,-80.6323333333333,,,,,"NV",,,rosp,roosting,3,""
2011,2011-03-22,joule,Joule,26.0123,-80.6323333333333,,,,,"NV",,,whib,roosting,2,""
2011,2011-03-22,jupiter,Jupiter,26.0155666666667,-80.5627166666667,,,,,"CW",,,greg,nesting,130,""
2011,2011-03-22,jupiter,Jupiter,26.0155666666667,-80.5627166666667,,,,,"NV",,,greg,nesting,120,""
2011,2011-03-22,kinich,Kinich,26.0425,-80.50308,,,,,"CW",,,greg,nesting,20,""
2011,2011-03-22,kinich,Kinich,26.0425,-80.50308,,,,,"NV",,,greg,nesting,30,""
2011,2011-03-22,kinich,Kinich,26.0425,-80.50308,,,,,"CW",,,greg,roosting,60,""
2011,2011-03-22,kinich,Kinich,26.0425,-80.50308,,,,,"NV",,,greg,roosting,40,""
2011,2011-03-22,kinich,Kinich,26.0425,-80.50308,,,,,"CW",,,rosp,roosting,2,""
2011,2011-03-22,kinich,Kinich,26.0425,-80.50308,,,,,"NV",,,rosp,roosting,1,""
2011,2011-03-22,nanse,Nanse,26.10715,-80.4980166666667,,,,,"CW",,,greg,nesting,220,""
2011,2011-03-22,nanse,Nanse,26.10715,-80.4980166666667,,,,,"NV",,,greg,nesting,400,""
2011,2011-03-22,odin,Odin,26.13125,-80.70168,,,,,"CW",,,greg,nesting,3,""
2011,2011-03-22,odin,Odin,26.13125,-80.70168,,,,,"NV",,,greg,nesting,10,""
2011,2011-03-22,odin,Odin,26.13125,-80.70168,,,,,"CW",,,greg,roosting,20,""
2011,2011-03-22,odin,Odin,26.13125,-80.70168,,,,,"NV",,,greg,roosting,15,""
2011,2011-03-23,3125,New 3 FEB 21,26.44641,-80.33779,,,,,"CW",,,greg,nesting,40,""
2011,2011-03-23,3125,New 3 FEB 21,26.44641,-80.33779,,,,,"EF",,,greg,nesting,20,""
2011,2011-03-23,3125,New 3 FEB 21,26.44641,-80.33779,,,,,"EF",,,greg,roosting,15,""
2011,2011-03-23,alley_north,Alley North,26.2013166666667,-80.5287333333333,,,,,"CW",,,greg,nesting,350,""
2011,2011-03-23,alley_north,Alley North,26.2013166666667,-80.5287333333333,,,,,"EF",,,greg,nesting,200,""
2011,2011-03-23,alley_north,Alley North,26.2013166666667,-80.5287333333333,,,,,"EF",,,greg,roosting,50,""
2011,2011-03-23,alley_north,Alley North,26.2013166666667,-80.5287333333333,,,,,"CW",,,rosp,nesting,75,""
2011,2011-03-23,alley_north,Alley North,26.2013166666667,-80.5287333333333,,,,,"EF",,,rosp,nesting,50,""
2011,2011-03-23,alley_north,Alley North,26.2013166666667,-80.5287333333333,,,,,"EF",,,rosp,roosting,15,""
2011,2011-03-23,alley_north,Alley North,26.2013166666667,-80.5287333333333,,,,,"CW",,,whib,nesting,30,""
2011,2011-03-23,lox99,lox 99,26.4382166666667,-80.3905333333333,,,,,"CW",,,greg,nesting,200,""
2011,2011-03-23,lox99,lox 99,26.4382166666667,-80.3905333333333,,,,,"EF",,,greg,nesting,250,""
2011,2011-03-23,lox99,lox 99,26.4382166666667,-80.3905333333333,,,,,"EF",,,greg,roosting,50,""
2011,2011-03-23,lox99,lox 99,26.4382166666667,-80.3905333333333,,,,,"CW",,,whib,nesting,3000,""
2011,2011-03-23,lox99,lox 99,26.4382166666667,-80.3905333333333,,,,,"EF",,,whib,nesting,200,""
2011,2011-03-23,seti,seti,26.2490666666667,-80.3245166666667,,,,,"CW",,,greg,nesting,6,""
2011,2011-03-23,seti,seti,26.2490666666667,-80.3245166666667,,,,,"EF",,,greg,nesting,5,""
2011,2011-03-23,shiva,shiva,26.24335,-80.3507166666667,,,,,"EF",,,gbhe,nesting,1,""
2011,2011-03-23,shiva,shiva,26.24335,-80.3507166666667,,,,,"CW",,,greg,nesting,30,""
2011,2011-03-23,shiva,shiva,26.24335,-80.3507166666667,,,,,"EF",,,greg,nesting,30,""
2011,2011-03-23,utu,Utu,26.3719666666667,-80.31035,,,,,"CW",,,greg,nesting,85,""
2011,2011-03-23,utu,Utu,26.3719666666667,-80.31035,,,,,"EF",,,greg,nesting,30,""
2011,2011-03-23,utu,Utu,26.3719666666667,-80.31035,,,,,"EF",,,rosp,nesting,2,""
2011,2011-03-23,vesta,New Col. 2,26.4585666666667,-80.2403166666667,,,,,"CW",,,greg,nesting,140,""
2011,2011-03-23,vesta,New Col. 2,26.4585666666667,-80.2403166666667,,,,,"EF",,,greg,nesting,90,""
2011,2011-03-23,vesta,New Col. 2,26.4585666666667,-80.2403166666667,,,,,"EF",,,greg,roosting,15,""
2011,2011-03-23,weldon,weldon,26.49117,-80.26712,,,,,"CW",,,greg,nesting,100,""
2011,2011-03-23,weldon,weldon,26.49117,-80.26712,,,,,"CW",,,whib,nesting,3000,""
2011,2011-03-23,weldon,weldon,26.49117,-80.26712,,,,,"EF",,,whib,nesting,1500,""
2011,2011-03-23,welt,Welt,26.46838,-80.37229,,,,,"CW",,,greg,nesting,135,""
2011,2011-03-23,welt,Welt,26.46838,-80.37229,,,,,"EF",,,greg,nesting,150,""
2011,2011-03-23,welt,Welt,26.46838,-80.37229,,,,,"EF",,,greg,roosting,25,""
2011,2011-04-18,719,New 2 MAR 21,25.82211,-80.68362,,,,,"CW",,,greg,nesting,75,""
2011,2011-04-18,719,New 2 MAR 21,25.82211,-80.68362,,,,,"NV",,,greg,nesting,30,""
2011,2011-04-18,719,New 2 MAR 21,25.82211,-80.68362,,,,,"CW",,,greg,roosting,100,""
2011,2011-04-18,719,New 2 MAR 21,25.82211,-80.68362,,,,,"NV",,,greg,roosting,20,""
2011,2011-04-18,719,New 2 MAR 21,25.82211,-80.68362,,,,,"NV",,,smwh,nesting,30,""
2011,2011-04-18,719,New 2 MAR 21,25.82211,-80.68362,,,,,"NV",,,smwh,roosting,20,""
2011,2011-04-18,719,New 2 MAR 21,25.82211,-80.68362,,,,,"CW",,,wost,roosting,25,""
2011,2011-04-18,719,New 2 MAR 21,25.82211,-80.68362,,,,,"NV",,,wost,roosting,7,""
2011,2011-04-18,aerie,aerie,25.7715833333333,-80.7087166666667,,,,,"CW",,,greg,nesting,75,""
2011,2011-04-18,aerie,aerie,25.7715833333333,-80.7087166666667,,,,,"NV",,,greg,nesting,55,""
2011,2011-04-18,brahma,Brahma,25.7816,-80.6886,,,,,"CW",,,greg,nesting,20,""
2011,2011-04-18,brahma,Brahma,25.7816,-80.6886,,,,,"NV",,,greg,nesting,11,""
2011,2011-04-18,cantor,cantor,25.79543,-80.6893,,,,,"CW",,,greg,nesting,20,""
2011,2011-04-18,cantor,cantor,25.79543,-80.6893,,,,,"NV",,,greg,nesting,13,""
2011,2011-04-18,draco,Draco,25.8502,-80.6735,,,,,"CW",,,gbhe,nesting,5,""
2011,2011-04-18,draco,Draco,25.8502,-80.6735,,,,,"CW",,,greg,nesting,90,""
2011,2011-04-18,draco,Draco,25.8502,-80.6735,,,,,"NV",,,greg,nesting,10,""
2011,2011-04-18,draco,Draco,25.8502,-80.6735,,,,,"NV",,,greg,roosting,30,""
2011,2011-04-18,early,New 1 april 18,25.86347,-80.617,,,,,"CW",,,greg,nesting,15,""
2011,2011-04-18,early,New 1 april 18,25.86347,-80.617,,,,,"NV",,,greg,nesting,8,""
2011,2011-04-18,early,New 1 april 18,25.86347,-80.617,,,,,"NV",,,greg,roosting,10,""
2011,2011-04-18,enlil,Enil,25.8741333333333,-80.65365,,,,,"CW",,,greg,nesting,400,""
2011,2011-04-18,enlil,Enil,25.8741333333333,-80.65365,,,,,"NV",,,greg,nesting,300,""
2011,2011-04-18,enlil,Enil,25.8741333333333,-80.65365,,,,,"NV",,,greg,roosting,20,""
2011,2011-04-18,enlil,epona,25.8734166666667,-80.6521166666667,,,,,"CW",,,greg,nesting,100,""
2011,2011-04-18,enlil,epona,25.8734166666667,-80.6521166666667,,,,,"NV",,,greg,nesting,40,""
2011,2011-04-18,enlil,Enil,25.8741333333333,-80.65365,,,,,"NV",,,wost,roosting,30,""
2011,2011-04-18,enlil,epona,25.8734166666667,-80.6521166666667,,,,,"NV",,,wost,nesting,30,""
2011,2011-04-18,enlil,epona,25.8734166666667,-80.6521166666667,,,,,"CW",,,wost,roosting,10,""
2011,2011-04-18,enlil,epona,25.8734166666667,-80.6521166666667,,,,,"NV",,,wost,roosting,10,""
2011,2011-04-18,flounder,New 4 April 18,25.89633,-80.68256,,,,,"CW",,,greg,nesting,150,""
2011,2011-04-18,flounder,New 4 April 18,25.89633,-80.68256,,,,,"NV",,,greg,nesting,60,""
2011,2011-04-18,flounder,New 4 April 18,25.89633,-80.68256,,,,,"NV",,,wost,nesting,60,""
2011,2011-04-18,flounder,New 4 April 18,25.89633,-80.68256,,,,,"CW",,,wost,roosting,20,""
2011,2011-04-18,fontana,fontana,25.8875,-80.7705,,,,,"CW",,,greg,nesting,35,""
2011,2011-04-18,fontana,fontana,25.8875,-80.7705,,,,,"NV",,,smwh,nesting,25,""
2011,2011-04-18,forseti,forseti,25.8865333333333,-80.7016833333333,,,,,"NV",,,gbhe,nesting,2,""
2011,2011-04-18,forseti,forseti,25.8865333333333,-80.7016833333333,,,,,"CW",,,greg,nesting,50,""
2011,2011-04-18,forseti,forseti,25.8865333333333,-80.7016833333333,,,,,"CW",,,greg,roosting,10,""
2011,2011-04-18,forseti,forseti,25.8865333333333,-80.7016833333333,,,,,"NV",,,wost,nesting,50,""
2011,2011-04-18,forseti,forseti,25.8865333333333,-80.7016833333333,,,,,"CW",,,wost,roosting,10,""
2011,2011-04-18,forseti,forseti,25.8865333333333,-80.7016833333333,,,,,"NV",,,wost,roosting,20,""
2011,2011-04-18,fortuna,New 3 April 18,25.91548,-80.74697,,,,,"CW",,,greg,nesting,25,""
2011,2011-04-18,fortuna,New 3 April 18,25.91548,-80.74697,,,,,"NV",,,greg,nesting,10,""
2011,2011-04-18,fortuna,New 3 April 18,25.91548,-80.74697,,,,,"NV",,,greg,roosting,10,""
2011,2011-04-18,frodo,Frodo,25.9139333333333,-80.7342,,,,,"CW",,,greg,nesting,30,""
2011,2011-04-18,frodo,Frodo,25.9139333333333,-80.7342,,,,,"NV",,,greg,nesting,18,""
2011,2011-04-18,frodo,Frodo,25.9139333333333,-80.7342,,,,,"NV",,,greg,roosting,6,""
2011,2011-04-18,hidden,hidden,25.7735333333333,-80.8372166666667,,,,,"CW",,,greg,nesting,100,""
2011,2011-04-18,hidden,hidden,25.7735333333333,-80.8372166666667,,,,,"NV",,,greg,nesting,76,""
2011,2011-04-18,hidden,hidden 2,25.7729,-80.8354,,,,,"CW",,,greg,nesting,25,""
2011,2011-04-18,hidden,hidden 2,25.7729,-80.8354,,,,,"NV",,,greg,nesting,48,""
2011,2011-04-18,hidden,hidden 2,25.7729,-80.8354,,,,,"CW",,,whib,nesting,100,""
2011,2011-04-18,inlet,New 2 April 18,25.86002,-80.7392,,,,,"CW",,,greg,nesting,25,""
2011,2011-04-18,inlet,New 2 April 18,25.86002,-80.7392,,,,,"NV",,,greg,nesting,27,""
2011,2011-04-18,inlet,New 2 April 18,25.86002,-80.7392,,,,,"CW",,,greg,roosting,50,""
2011,2011-04-18,inlet,New 2 April 18,25.86002,-80.7392,,,,,"NV",,,wost,nesting,20,""
2011,2011-04-18,inlet,New 2 April 18,25.86002,-80.7392,,,,,"CW",,,wost,roosting,10,""
2011,2011-04-18,jetport_south,jet port south,25.8051,-80.84902,,,,,"CW",,,greg,nesting,100,""
2011,2011-04-18,jetport_south,jet port south,25.8051,-80.84902,,,,,"NV",,,greg,nesting,140,""
2011,2011-04-18,jetport_south,jet port south,25.8051,-80.84902,,,,,"CW",,,greg,roosting,100,""
2011,2011-04-18,jetport_south,jet port south,25.8051,-80.84902,,,,,"NV",,,greg,roosting,20,""
2011,2011-04-18,jetport_south,jet port south,25.8051,-80.84902,,,,,"CW",,,wost,nesting,25,""
2011,2011-04-18,jetport_south,jet port south,25.8051,-80.84902,,,,,"CW",,,wost,roosting,40,""
2011,2011-04-18,jetport_south,jet port south,25.8051,-80.84902,,,,,"NV",,,wost,roosting,50,""
2011,2011-04-18,little_d,Little D,25.7712,-80.6930166666667,,,,,"CW",,,greg,nesting,30,""
2011,2011-04-18,little_d,Little D,25.7712,-80.6930166666667,,,,,"NV",,,greg,nesting,17,""
2011,2011-04-18,lox_northwest,138,25.86737,-80.80476,,,,,"CW",,,greg,nesting,180,""
2011,2011-04-18,lox_northwest,138,25.86737,-80.80476,,,,,"NV",,,greg,nesting,105,""
2011,2011-04-18,tamiami_west,tamiami West,25.7609,-80.5456833333333,,,,,"CW",,,greg,nesting,200,""
2011,2011-04-18,tamiami_west,tamiami West,25.7609,-80.5456833333333,,,,,"CW",,,whib,nesting,400,""
2011,2011-04-18,tamiami_west,tamiami West,25.7609,-80.5456833333333,,,,,"NV",,,whib,nesting,550,""
2011,2011-04-18,tamiami_west,tamiami West,25.7609,-80.5456833333333,,,,,"CW",,,wost,nesting,100,""
2011,2011-04-18,tamiami_west,tamiami West,25.7609,-80.5456833333333,,,,,"NV",,,wost,nesting,100,""
2011,2011-04-18,vacation,Vacation,25.91565,-80.6302166666667,,,,,"CW",,,greg,nesting,250,"data on obs2 data sheet recorded in wrong place"
2011,2011-04-18,vacation,Vacation,25.91565,-80.6302166666667,,,,,"NV",,,greg,nesting,250,"data on obs2 data sheet recorded in wrong place"
2011,2011-04-18,white,New 5 April 18,25.89384,-80.67732,,,,,"CW",,,greg,nesting,40,"data on obs2 data sheet recorded in wrong place"
2011,2011-04-18,white,New 5 April 18,25.89384,-80.67732,,,,,"NV",,,wost,nesting,45,"data on obs2 data sheet recorded in wrong place"
2011,2011-04-18,white,New 5 April 18,25.89384,-80.67732,,,,,"CW",,,wost,roosting,100,"data on obs2 data sheet recorded in wrong place"
2011,2011-04-18,yonteau,YONTEAU,25.82065,-80.6769333333333,,,,,"CW",,,greg,nesting,200,""
2011,2011-04-18,yonteau,YONTEAU,25.82065,-80.6769333333333,,,,,"NV",,,greg,nesting,100,""
2011,2011-04-18,yonteau,YONTEAU,25.82065,-80.6769333333333,,,,,"NV",,,smwh,nesting,150,""
2011,2011-04-18,yonteau,YONTEAU,25.82065,-80.6769333333333,,,,,"CW",,,whib,nesting,100,""
2011,2011-04-18,yonteau,YONTEAU,25.82065,-80.6769333333333,,,,,"NV",,,wost,roosting,20,""
2011,2011-04-19,6th_bridge,6th Bridge,26.1242833333333,-80.5414833333333,,,,,"CW",,,greg,nesting,200,""
2011,2011-04-19,6th_bridge,6th Bridge,26.1242833333333,-80.5414833333333,,,,,"LG",,,greg,nesting,580,""
2011,2011-04-19,6th_bridge,6th Bridge,26.1242833333333,-80.5414833333333,,,,,"CW",,,rosp,nesting,150,""
2011,2011-04-19,6th_bridge,6th Bridge,26.1242833333333,-80.5414833333333,,,,,"LG",,,rosp,nesting,55,""
2011,2011-04-19,6th_bridge,6th Bridge,26.1242833333333,-80.5414833333333,,,,,"CW",,,whib,nesting,2500,""
2011,2011-04-19,6th_bridge,6th Bridge,26.1242833333333,-80.5414833333333,,,,,"LG",,,whib,nesting,900,""
2011,2011-04-19,alley_north,Alley North,26.2013166666667,-80.5287333333333,,,,,"CW",,,greg,nesting,200,""
2011,2011-04-19,alley_north,Alley North,26.2013166666667,-80.5287333333333,,,,,"LG",,,greg,nesting,340,""
2011,2011-04-19,alley_north,Alley North,26.2013166666667,-80.5287333333333,,,,,"CW",,,rosp,nesting,75,""
2011,2011-04-19,alley_north,Alley North,26.2013166666667,-80.5287333333333,,,,,"LG",,,rosp,nesting,10,""
2011,2011-04-19,alley_north,Alley North,26.2013166666667,-80.5287333333333,,,,,"LG",,,rosp,roosting,60,""
2011,2011-04-19,cypress_city,Cypress City,26.1242833333333,-80.5414833333333,,,,,"LG",,,gbhe,nesting,1,""
2011,2011-04-19,cypress_city,Cypress City,26.1242833333333,-80.5414833333333,,,,,"CW",,,greg,nesting,150,""
2011,2011-04-19,cypress_city,Cypress City,26.1242833333333,-80.5414833333333,,,,,"LG",,,greg,nesting,126,""
2011,2011-04-19,horus,horus,25.9605166666667,-80.5720666666667,,,,,"CW",,,greg,nesting,250,""
2011,2011-04-19,horus,horus,25.9605166666667,-80.5720666666667,,,,,"LG",,,greg,nesting,290,""
2011,2011-04-19,horus,horus,25.9605166666667,-80.5720666666667,,,,,"LG",,,greg,roosting,50,""
2011,2011-04-19,horus,horus,25.9605166666667,-80.5720666666667,,,,,"CW",,,whib,nesting,600,""
2011,2011-04-19,horus,horus,25.9605166666667,-80.5720666666667,,,,,"LG",,,whib,nesting,410,""
2011,2011-04-19,joule,Joule,26.0123,-80.6323333333333,,,,,"CW",,,greg,nesting,125,""
2011,2011-04-19,joule,Joule,26.0123,-80.6323333333333,,,,,"LG",,,greg,nesting,120,""
2011,2011-04-19,joule,Joule,26.0123,-80.6323333333333,,,,,"LG",,,greg,roosting,10,""
2011,2011-04-19,joule,Joule,26.0123,-80.6323333333333,,,,,"CW",,,rosp,nesting,1,""
2011,2011-04-19,joule,Joule,26.0123,-80.6323333333333,,,,,"LG",,,rosp,nesting,3,""
2011,2011-04-19,joule,Joule,26.0123,-80.6323333333333,,,,,"LG",,,smwh,nesting,20,""
2011,2011-04-19,jupiter,Jupiter,26.0155666666667,-80.5627166666667,,,,,"CW",,,gbhe,nesting,5,""
2011,2011-04-19,jupiter,Jupiter,26.0155666666667,-80.5627166666667,,,,,"LG",,,gbhe,nesting,5,""
2011,2011-04-19,jupiter,Jupiter,26.0155666666667,-80.5627166666667,,,,,"CW",,,greg,nesting,200,""
2011,2011-04-19,jupiter,Jupiter,26.0155666666667,-80.5627166666667,,,,,"LG",,,greg,nesting,230,""
2011,2011-04-19,jupiter,Jupiter,26.0155666666667,-80.5627166666667,,,,,"LG",,,greg,roosting,30,""
2011,2011-04-19,jupiter,Jupiter,26.0155666666667,-80.5627166666667,,,,,"CW",,,sneg,nesting,50,""
2011,2011-04-19,kinich,Kinich,26.0425,-80.50308,,,,,"CW",,,greg,nesting,50,""
2011,2011-04-19,kinich,Kinich,26.0425,-80.50308,,,,,"CW",,,greg,roosting,200,""
2011,2011-04-19,kinich,Kinich,26.0425,-80.50308,,,,,"LG",,,greg,roosting,10,""
2011,2011-04-19,kinich,Kinich,26.0425,-80.50308,,,,,"LG",,,wost,nesting,12,""
2011,2011-04-19,kinich,Kinich,26.0425,-80.50308,,,,,"CW",,,wost,roosting,100,""
2011,2011-04-19,kinich,Kinich,26.0425,-80.50308,,,,,"LG",,,wost,roosting,180,""
2011,2011-04-19,nanse,Nanse,26.10715,-80.4980166666667,,,,,"LG",,,gbhe,nesting,3,""
2011,2011-04-19,nanse,Nanse,26.10715,-80.4980166666667,,,,,"CW",,,greg,nesting,180,""
2011,2011-04-19,nanse,Nanse,26.10715,-80.4980166666667,,,,,"LG",,,greg,nesting,215,""
2011,2011-04-19,nanse,Nanse,26.10715,-80.4980166666667,,,,,"LG",,,greg,roosting,20,""
2011,2011-04-19,rhea,rhea,26.2378166666667,-80.3128,,,,,"LG",,,gbhe,nesting,11,""
2011,2011-04-19,rhea,rhea,26.2378166666667,-80.3128,,,,,"CW",,,greg,nesting,130,""
2011,2011-04-19,rhea,rhea,26.2378166666667,-80.3128,,,,,"LG",,,greg,nesting,98,""
2011,2011-04-19,rhea,rhea,26.2378166666667,-80.3128,,,,,"LG",,,greg,roosting,8,""
2011,2011-04-19,seti,seti,26.2490666666667,-80.3245166666667,,,,,"LG",,,gbhe,nesting,2,""
2011,2011-04-19,seti,seti,26.2490666666667,-80.3245166666667,,,,,"CW",,,greg,nesting,15,""
2011,2011-04-19,seti,seti,26.2490666666667,-80.3245166666667,,,,,"LG",,,greg,nesting,9,""
2011,2011-04-19,seti,seti,26.2490666666667,-80.3245166666667,,,,,"LG",,,greg,roosting,4,""
2011,2011-04-19,seti,seti,26.2490666666667,-80.3245166666667,,,,,"CW",,,sneg,nesting,3,""
2011,2011-04-19,shiva,shiva,26.24335,-80.3507166666667,,,,,"CW",,,greg,nesting,60,""
2011,2011-04-19,shiva,shiva,26.24335,-80.3507166666667,,,,,"LG",,,greg,nesting,45,""
2011,2011-04-19,shiva,shiva,26.24335,-80.3507166666667,,,,,"LG",,,greg,roosting,5,""
2011,2011-04-19,shiva,shiva,26.24335,-80.3507166666667,,,,,"CW",,,rosp,nesting,10,""
2011,2011-04-19,shiva,shiva,26.24335,-80.3507166666667,,,,,"LG",,,rosp,nesting,3,""
2011,2011-04-19,shiva,shiva,26.24335,-80.3507166666667,,,,,"LG",,,rosp,roosting,6,""
2011,2011-04-20,3125,New 3 FEB 21,26.44641,-80.33779,,,,,"CW",,,greg,nesting,40,""
2011,2011-04-20,3125,New 3 FEB 21,26.44641,-80.33779,,,,,"NV",,,greg,nesting,46,""
2011,2011-04-20,lox73_mid,New 2 FEB 21,26.37856,-80.25568,,,,,"CW",,,greg,nesting,25,""
2011,2011-04-20,lox73_mid,New 2 FEB 21,26.37856,-80.25568,,,,,"NV",,,greg,nesting,30,""
2011,2011-04-20,lox99,lox 99,26.4382166666667,-80.3905333333333,,,,,"CW",,,greg,nesting,100,""
2011,2011-04-20,lox99,lox 99,26.4382166666667,-80.3905333333333,,,,,"NV",,,greg,nesting,50,""
2011,2011-04-20,lox99,lox 99,26.4382166666667,-80.3905333333333,,,,,"NV",,,smwh,nesting,550,""
2011,2011-04-20,lox99,lox 99,26.4382166666667,-80.3905333333333,,,,,"CW",,,whib,nesting,1000,""
2011,2011-04-20,lox_nc4,cook NC4,26.5328,-80.27617,,,,,"CW",,,greg,nesting,120,""
2011,2011-04-20,lox_nc4,cook NC4,26.5328,-80.27617,,,,,"NV",,,greg,nesting,85,""
2011,2011-04-20,lox_nc4,cook NC4,26.5328,-80.27617,,,,,"CW",,,sneg,nesting,50,""
2011,2011-04-20,utu,Utu,26.3719666666667,-80.31035,,,,,"CW",,,greg,nesting,15,""
2011,2011-04-20,utu,Utu,26.3719666666667,-80.31035,,,,,"NV",,,sneg,nesting,11,""
2011,2011-04-20,uzume,Uzume,26.3939333333333,-80.3386833333333,,,,,"CW",,,greg,nesting,35,""
2011,2011-04-20,uzume,Uzume,26.3939333333333,-80.3386833333333,,,,,"NV",,,greg,nesting,37,""
2011,2011-04-20,venus,Venus,26.39895,-80.2499166666666,,,,,"CW",,,greg,nesting,300,""
2011,2011-04-20,venus,Venus,26.39895,-80.2499166666666,,,,,"NV",,,greg,nesting,50,""
2011,2011-04-20,venus,Venus,26.39895,-80.2499166666666,,,,,"CW",,,whib,nesting,2000,""
2011,2011-04-20,venus,Venus,26.39895,-80.2499166666666,,,,,"NV",,,whib,nesting,750,""
2011,2011-04-20,vesta,New Col. 2,26.4585666666667,-80.2403166666667,,,,,"CW",,,greg,nesting,40,""
2011,2011-04-20,vesta,New Col. 2,26.4585666666667,-80.2403166666667,,,,,"NV",,,greg,nesting,40,""
2011,2011-04-20,vesta,New Col. 2,26.4585666666667,-80.2403166666667,,,,,"CW",,,sneg,nesting,50,""
2011,2011-04-20,vesta,New Col. 2,26.4585666666667,-80.2403166666667,,,,,"NV",,,whib,nesting,70,""
2011,2011-04-20,volta,Volta,26.4501,-80.2628666666667,,,,,"CW",,,greg,nesting,25,""
2011,2011-04-20,volta,Volta,26.4501,-80.2628666666667,,,,,"NV",,,greg,nesting,33,""
2011,2011-04-20,weldon,weldon,26.49117,-80.26712,,,,,"CW",,,greg,nesting,200,""
2011,2011-04-20,weldon,weldon,26.49117,-80.26712,,,,,"NV",,,greg,nesting,100,""
2011,2011-04-20,weldon,weldon,26.49117,-80.26712,,,,,"CW",,,whib,nesting,3000,""
2011,2011-04-20,weldon,weldon,26.49117,-80.26712,,,,,"NV",,,whib,nesting,350,""
2011,2011-04-20,welt,welt,26.46838,-80.37229,,,,,"CW",,,greg,nesting,200,""
2011,2011-04-20,welt,welt,26.46838,-80.37229,,,,,"NV",,,greg,nesting,120,""
2011,2011-04-20,welt,welt,26.46838,-80.37229,,,,,"CW",,,rosp,nesting,1,""
2011,2011-04-20,welt,welt,26.46838,-80.37229,,,,,"NV",,,rosp,nesting,2,""
2011,2011-05-17,aerie,aerie,25.7715833333333,-80.7087166666667,,,,,"LG",,,gbhe,nesting,2,""
2011,2011-05-17,aerie,aerie,25.7715833333333,-80.7087166666667,,,,,"CW",,,greg,nesting,10,""
2011,2011-05-17,aerie,aerie,25.7715833333333,-80.7087166666667,,,,,"LG",,,greg,nesting,65,""
2011,2011-05-17,aerie,aerie,25.7715833333333,-80.7087166666667,,,,,"CW",,,greg,roosting,60,""
2011,2011-05-17,aerie,aerie,25.7715833333333,-80.7087166666667,,,,,"LG",,,greg,roosting,6,""
2011,2011-05-17,angle,new1 17 May,25.77344,-80.71224,,,,,"CW",,,gbhe,nesting,1,""
2011,2011-05-17,angle,new1 17 May,25.77344,-80.71224,,,,,"LG",,,gbhe,nesting,3,""
2011,2011-05-17,angle,new1 17 May,25.77344,-80.71224,,,,,"LG",,,greg,nesting,11,""
2011,2011-05-17,angle,new1 17 May,25.77344,-80.71224,,,,,"CW",,,greg,roosting,10,""
2011,2011-05-17,angle,new1 17 May,25.77344,-80.71224,,,,,"LG",,,greg,roosting,3,""
2011,2011-05-17,auster,Auster,25.7798166666667,-80.6131166666667,,,,,"CW",,,greg,nesting,1,""
2011,2011-05-17,auster,Auster,25.7798166666667,-80.6131166666667,,,,,"LG",,,greg,nesting,3,""
2011,2011-05-17,auster,Auster,25.7798166666667,-80.6131166666667,,,,,"CW",,,greg,roosting,25,""
2011,2011-05-17,auster,Auster,25.7798166666667,-80.6131166666667,,,,,"LG",,,greg,roosting,23,""
2011,2011-05-17,brahma,Brahma,25.7816,-80.6886,,,,,"CW",,,greg,roosting,10,"no data for obs 2"
2011,2011-05-17,enlil,Enil,25.8741333333333,-80.65365,,,,,"LG",,,gbhe,nesting,4,""
2011,2011-05-17,enlil,epona,25.8734166666667,-80.6521166666667,,,,,"LG",,,gbhe,nesting,1,""
2011,2011-05-17,enlil,Enil,25.8741333333333,-80.65365,,,,,"CW",,,greg,nesting,5,""
2011,2011-05-17,enlil,Enil,25.8741333333333,-80.65365,,,,,"LG",,,greg,nesting,25,""
2011,2011-05-17,enlil,Enil,25.8741333333333,-80.65365,,,,,"CW",,,greg,roosting,75,""
2011,2011-05-17,enlil,Enil,25.8741333333333,-80.65365,,,,,"LG",,,greg,roosting,30,""
2011,2011-05-17,enlil,epona,25.8734166666667,-80.6521166666667,,,,,"CW",,,greg,nesting,5,""
2011,2011-05-17,enlil,epona,25.8734166666667,-80.6521166666667,,,,,"LG",,,greg,nesting,8,""
2011,2011-05-17,enlil,epona,25.8734166666667,-80.6521166666667,,,,,"CW",,,greg,roosting,40,""
2011,2011-05-17,enlil,epona,25.8734166666667,-80.6521166666667,,,,,"LG",,,greg,roosting,15,""
2011,2011-05-17,hidden,hidden,25.7735333333333,-80.8372166666667,,,,,"CW",,,greg,nesting,5,""
2011,2011-05-17,hidden,hidden,25.7735333333333,-80.8372166666667,,,,,"LG",,,greg,nesting,29,""
2011,2011-05-17,hidden,hidden,25.7735333333333,-80.8372166666667,,,,,"CW",,,greg,roosting,100,""
2011,2011-05-17,hidden,hidden,25.7735333333333,-80.8372166666667,,,,,"LG",,,greg,roosting,10,""
